開催日,大会名,店名,開催都道府県,大会カテゴリ,順位,獲得CSP,プレイヤーID,プレイヤー名,デッキ名,大会ID,詳細URL,元テキスト,取得日時
2026-03-08,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,1,100,0000000004,選手04,タケルライコex,700074,,"1 位	100pt	選手04
プレイヤーID：0000000004",2026-07-29T00:00:00Z
2026-03-08,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,2,75,0000000007,選手07,サーナイトex,700074,,"2 位	75pt	選手07
プレイヤーID：0000000007",2026-07-29T00:00:00Z
2026-03-08,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,3,50,0000000012,選手12,タケルライコex,700074,,"3 位	50pt	選手12
プレイヤーID：0000000012",2026-07-29T00:00:00Z
2026-03-08,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,4,50,0000000015,選手15,サーナイトex,700074,,"4 位	50pt	選手15
プレイヤーID：0000000015",2026-07-29T00:00:00Z
2026-03-08,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,5,25,0000000020,選手20,サーナイトex,700074,,"5 位	25pt	選手20
プレイヤーID：0000000020",2026-07-29T00:00:00Z
2026-03-08,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,6,25,0000000025,選手25,サーナイトex,700074,,"6 位	25pt	選手25
プレイヤーID：0000000025",2026-07-29T00:00:00Z
2026-03-08,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,7,25,0000000029,選手29,ドラパルトex,700074,,"7 位	25pt	選手29
プレイヤーID：0000000029",2026-07-29T00:00:00Z
2026-03-08,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,8,25,0000000041,選手41,タケルライコex,700074,,"8 位	25pt	選手41
プレイヤーID：0000000041",2026-07-29T00:00:00Z
2025-10-09,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,1,100,0000000002,B-two,サーナイトex,700075,,"1 位	100pt	B-two
プレイヤーID：0000000002",2026-07-29T00:00:00Z
2025-10-09,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,2,75,0000000004,選手04,タケルライコex,700075,,"2 位	75pt	選手04
プレイヤーID：0000000004",2026-07-29T00:00:00Z
2025-10-09,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,3,50,0000000011,選手11,タケルライコex,700075,,"3 位	50pt	選手11
プレイヤーID：0000000011",2026-07-29T00:00:00Z
2025-10-09,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,4,50,0000000012,選手12,リザードンex,700075,,"4 位	50pt	選手12
プレイヤーID：0000000012",2026-07-29T00:00:00Z
2025-10-09,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,5,25,0000000019,選手19,リザードンex,700075,,"5 位	25pt	選手19
プレイヤーID：0000000019",2026-07-29T00:00:00Z
2025-10-09,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,6,25,0000000020,選手20,リザードンex,700075,,"6 位	25pt	選手20
プレイヤーID：0000000020",2026-07-29T00:00:00Z
2025-10-09,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,7,25,0000000030,選手30,リザードンex,700075,,"7 位	25pt	選手30
プレイヤーID：0000000030",2026-07-29T00:00:00Z
2025-10-09,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,8,25,0000000032,選手32,ドラパルトex,700075,,"8 位	25pt	選手32
プレイヤーID：0000000032",2026-07-29T00:00:00Z
2026-03-09,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,1,100,0000000002,B-two,サーナイトex,700076,,"1 位	100pt	B-two
プレイヤーID：0000000002",2026-07-29T00:00:00Z
2026-03-09,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,2,75,0000000008,選手08,ドラパルトex,700076,,"2 位	75pt	選手08
プレイヤーID：0000000008",2026-07-29T00:00:00Z
2026-03-09,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,3,50,0000000010,Ten_2026,タケルライコex,700076,,"3 位	50pt	Ten_2026
プレイヤーID：0000000010",2026-07-29T00:00:00Z
2026-03-09,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,4,50,0000000013,選手13,サーナイトex,700076,,"4 位	50pt	選手13
プレイヤーID：0000000013",2026-07-29T00:00:00Z
2026-03-09,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,5,25,0000000014,選手14,タケルライコex,700076,,"5 位	25pt	選手14
プレイヤーID：0000000014",2026-07-29T00:00:00Z
2026-03-09,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,6,25,0000000018,選手18,リザードンex,700076,,"6 位	25pt	選手18
プレイヤーID：0000000018",2026-07-29T00:00:00Z
2026-03-09,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,7,25,0000000026,選手26,リザードンex,700076,,"7 位	25pt	選手26
プレイヤーID：0000000026",2026-07-29T00:00:00Z
2026-03-09,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,8,25,0000000027,選手27,リザードンex,700076,,"8 位	25pt	選手27
プレイヤーID：0000000027",2026-07-29T00:00:00Z
2025-10-09,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,1,100,0000000011,選手11,サーナイトex,700077,,"1 位	100pt	選手11
プレイヤーID：0000000011",2026-07-29T00:00:00Z
2025-10-09,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,2,75,0000000015,選手15,ドラパルトex,700077,,"2 位	75pt	選手15
プレイヤーID：0000000015",2026-07-29T00:00:00Z
2025-10-09,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,3,50,0000000019,選手19,リザードンex,700077,,"3 位	50pt	選手19
プレイヤーID：0000000019",2026-07-29T00:00:00Z
2025-10-09,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,4,50,0000000023,選手23,サーナイトex,700077,,"4 位	50pt	選手23
プレイヤーID：0000000023",2026-07-29T00:00:00Z
2025-10-09,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,5,25,0000000028,選手28,タケルライコex,700077,,"5 位	25pt	選手28
プレイヤーID：0000000028",2026-07-29T00:00:00Z
2025-10-09,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,6,25,0000000030,選手30,タケルライコex,700077,,"6 位	25pt	選手30
プレイヤーID：0000000030",2026-07-29T00:00:00Z
2025-10-09,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,7,25,0000000042,選手42,タケルライコex,700077,,"7 位	25pt	選手42
プレイヤーID：0000000042",2026-07-29T00:00:00Z
2025-10-09,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,8,25,0000000046,選手46,ドラパルトex,700077,,"8 位	25pt	選手46
プレイヤーID：0000000046",2026-07-29T00:00:00Z
2026-03-09,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,1,100,0000000011,選手11,リザードンex,700078,,"1 位	100pt	選手11
プレイヤーID：0000000011",2026-07-29T00:00:00Z
2026-03-09,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,2,75,0000000015,選手15,タケルライコex,700078,,"2 位	75pt	選手15
プレイヤーID：0000000015",2026-07-29T00:00:00Z
2026-03-09,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,3,50,0000000022,選手22,リザードンex,700078,,"3 位	50pt	選手22
プレイヤーID：0000000022",2026-07-29T00:00:00Z
2026-03-09,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,4,50,0000000025,選手25,ドラパルトex,700078,,"4 位	50pt	選手25
プレイヤーID：0000000025",2026-07-29T00:00:00Z
2026-03-09,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,5,25,0000000036,選手36,リザードンex,700078,,"5 位	25pt	選手36
プレイヤーID：0000000036",2026-07-29T00:00:00Z
2026-03-09,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,6,25,0000000037,選手37,サーナイトex,700078,,"6 位	25pt	選手37
プレイヤーID：0000000037",2026-07-29T00:00:00Z
2026-03-09,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,7,25,0000000048,選手48,タケルライコex,700078,,"7 位	25pt	選手48
プレイヤーID：0000000048",2026-07-29T00:00:00Z
2026-03-09,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,8,25,0000000049,選手49,サーナイトex,700078,,"8 位	25pt	選手49
プレイヤーID：0000000049",2026-07-29T00:00:00Z
2025-10-10,シティリーグ2026 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,1,100,0000000011,選手11,サーナイトex,700079,,"1 位	100pt	選手11
プレイヤーID：0000000011",2026-07-29T00:00:00Z
2025-10-10,シティリーグ2026 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,2,75,0000000013,選手13,タケルライコex,700079,,"2 位	75pt	選手13
プレイヤーID：0000000013",2026-07-29T00:00:00Z
2025-10-10,シティリーグ2026 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,3,50,0000000014,選手14,タケルライコex,700079,,"3 位	50pt	選手14
プレイヤーID：0000000014",2026-07-29T00:00:00Z
2025-10-10,シティリーグ2026 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,4,50,0000000020,選手20,リザードンex,700079,,"4 位	50pt	選手20
プレイヤーID：0000000020",2026-07-29T00:00:00Z
2025-10-10,シティリーグ2026 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,5,25,0000000024,選手24,サーナイトex,700079,,"5 位	25pt	選手24
プレイヤーID：0000000024",2026-07-29T00:00:00Z
2025-10-10,シティリーグ2026 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,6,25,0000000035,選手35,ドラパルトex,700079,,"6 位	25pt	選手35
プレイヤーID：0000000035",2026-07-29T00:00:00Z
2025-10-10,シティリーグ2026 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,7,25,0000000039,選手39,ドラパルトex,700079,,"7 位	25pt	選手39
プレイヤーID：0000000039",2026-07-29T00:00:00Z
2025-10-10,シティリーグ2026 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,8,25,0000000049,選手49,リザードンex,700079,,"8 位	25pt	選手49
プレイヤーID：0000000049",2026-07-29T00:00:00Z
2026-03-10,シティリーグ2026 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,1,100,0000000017,選手17,リザードンex,700080,,"1 位	100pt	選手17
プレイヤーID：0000000017",2026-07-29T00:00:00Z
2026-03-10,シティリーグ2026 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,2,75,0000000020,選手20,タケルライコex,700080,,"2 位	75pt	選手20
プレイヤーID：0000000020",2026-07-29T00:00:00Z
2026-03-10,シティリーグ2026 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,3,50,0000000025,選手25,タケルライコex,700080,,"3 位	50pt	選手25
プレイヤーID：0000000025",2026-07-29T00:00:00Z
2026-03-10,シティリーグ2026 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,4,50,0000000028,選手28,ドラパルトex,700080,,"4 位	50pt	選手28
プレイヤーID：0000000028",2026-07-29T00:00:00Z
2026-03-10,シティリーグ2026 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,5,25,0000000032,選手32,リザードンex,700080,,"5 位	25pt	選手32
プレイヤーID：0000000032",2026-07-29T00:00:00Z
2026-03-10,シティリーグ2026 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,6,25,0000000037,選手37,タケルライコex,700080,,"6 位	25pt	選手37
プレイヤーID：0000000037",2026-07-29T00:00:00Z
2026-03-10,シティリーグ2026 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,7,25,0000000047,選手47,サーナイトex,700080,,"7 位	25pt	選手47
プレイヤーID：0000000047",2026-07-29T00:00:00Z
2026-03-10,シティリーグ2026 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,8,25,0000000049,選手49,サーナイトex,700080,,"8 位	25pt	選手49
プレイヤーID：0000000049",2026-07-29T00:00:00Z
2025-10-10,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,1,100,0000000011,選手11,ドラパルトex,700081,,"1 位	100pt	選手11
プレイヤーID：0000000011",2026-07-29T00:00:00Z
2025-10-10,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,2,75,0000000013,選手13,サーナイトex,700081,,"2 位	75pt	選手13
プレイヤーID：0000000013",2026-07-29T00:00:00Z
2025-10-10,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,3,50,0000000014,選手14,リザードンex,700081,,"3 位	50pt	選手14
プレイヤーID：0000000014",2026-07-29T00:00:00Z
2025-10-10,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,4,50,0000000016,選手16,ドラパルトex,700081,,"4 位	50pt	選手16
プレイヤーID：0000000016",2026-07-29T00:00:00Z
2025-10-10,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,5,25,0000000027,選手27,リザードンex,700081,,"5 位	25pt	選手27
プレイヤーID：0000000027",2026-07-29T00:00:00Z
2025-10-10,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,6,25,0000000036,選手36,リザードンex,700081,,"6 位	25pt	選手36
プレイヤーID：0000000036",2026-07-29T00:00:00Z
2025-10-10,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,7,25,0000000039,選手39,サーナイトex,700081,,"7 位	25pt	選手39
プレイヤーID：0000000039",2026-07-29T00:00:00Z
2025-10-10,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,8,25,0000000049,選手49,サーナイトex,700081,,"8 位	25pt	選手49
プレイヤーID：0000000049",2026-07-29T00:00:00Z
2026-03-10,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,1,100,0000000011,選手11,リザードンex,700082,,"1 位	100pt	選手11
プレイヤーID：0000000011",2026-07-29T00:00:00Z
2026-03-10,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,2,75,0000000015,選手15,タケルライコex,700082,,"2 位	75pt	選手15
プレイヤーID：0000000015",2026-07-29T00:00:00Z
2026-03-10,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,3,50,0000000020,選手20,ドラパルトex,700082,,"3 位	50pt	選手20
プレイヤーID：0000000020",2026-07-29T00:00:00Z
2026-03-10,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,4,50,0000000022,選手22,ドラパルトex,700082,,"4 位	50pt	選手22
プレイヤーID：0000000022",2026-07-29T00:00:00Z
2026-03-10,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,5,25,0000000028,選手28,リザードンex,700082,,"5 位	25pt	選手28
プレイヤーID：0000000028",2026-07-29T00:00:00Z
2026-03-10,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,6,25,0000000030,選手30,タケルライコex,700082,,"6 位	25pt	選手30
プレイヤーID：0000000030",2026-07-29T00:00:00Z
2026-03-10,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,7,25,0000000038,選手38,タケルライコex,700082,,"7 位	25pt	選手38
プレイヤーID：0000000038",2026-07-29T00:00:00Z
2026-03-10,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,8,25,0000000039,選手39,サーナイトex,700082,,"8 位	25pt	選手39
プレイヤーID：0000000039",2026-07-29T00:00:00Z
2025-10-11,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,1,100,0000000011,選手11,サーナイトex,700083,,"1 位	100pt	選手11
プレイヤーID：0000000011",2026-07-29T00:00:00Z
2025-10-11,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,2,75,0000000022,選手22,ドラパルトex,700083,,"2 位	75pt	選手22
プレイヤーID：0000000022",2026-07-29T00:00:00Z
2025-10-11,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,3,50,0000000024,選手24,タケルライコex,700083,,"3 位	50pt	選手24
プレイヤーID：0000000024",2026-07-29T00:00:00Z
2025-10-11,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,4,50,0000000031,選手31,サーナイトex,700083,,"4 位	50pt	選手31
プレイヤーID：0000000031",2026-07-29T00:00:00Z
2025-10-11,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,5,25,0000000032,選手32,タケルライコex,700083,,"5 位	25pt	選手32
プレイヤーID：0000000032",2026-07-29T00:00:00Z
2025-10-11,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,6,25,0000000038,選手38,ドラパルトex,700083,,"6 位	25pt	選手38
プレイヤーID：0000000038",2026-07-29T00:00:00Z
2025-10-11,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,7,25,0000000046,選手46,ドラパルトex,700083,,"7 位	25pt	選手46
プレイヤーID：0000000046",2026-07-29T00:00:00Z
2025-10-11,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,8,25,0000000049,選手49,タケルライコex,700083,,"8 位	25pt	選手49
プレイヤーID：0000000049",2026-07-29T00:00:00Z
2026-03-11,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,1,100,0000000017,選手17,サーナイトex,700084,,"1 位	100pt	選手17
プレイヤーID：0000000017",2026-07-29T00:00:00Z
2026-03-11,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,2,75,0000000023,選手23,サーナイトex,700084,,"2 位	75pt	選手23
プレイヤーID：0000000023",2026-07-29T00:00:00Z
2026-03-11,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,3,50,0000000030,選手30,タケルライコex,700084,,"3 位	50pt	選手30
プレイヤーID：0000000030",2026-07-29T00:00:00Z
2026-03-11,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,4,50,0000000034,選手34,ドラパルトex,700084,,"4 位	50pt	選手34
プレイヤーID：0000000034",2026-07-29T00:00:00Z
2026-03-11,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,5,25,0000000035,選手35,リザードンex,700084,,"5 位	25pt	選手35
プレイヤーID：0000000035",2026-07-29T00:00:00Z
2026-03-11,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,6,25,0000000036,選手36,タケルライコex,700084,,"6 位	25pt	選手36
プレイヤーID：0000000036",2026-07-29T00:00:00Z
2026-03-11,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,7,25,0000000039,選手39,ドラパルトex,700084,,"7 位	25pt	選手39
プレイヤーID：0000000039",2026-07-29T00:00:00Z
2026-03-11,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,8,25,0000000048,選手48,タケルライコex,700084,,"8 位	25pt	選手48
プレイヤーID：0000000048",2026-07-29T00:00:00Z
2025-10-11,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,1,100,0000000002,B-two,リザードンex,700085,,"1 位	100pt	B-two
プレイヤーID：0000000002",2026-07-29T00:00:00Z
2025-10-11,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,2,75,0000000004,選手04,タケルライコex,700085,,"2 位	75pt	選手04
プレイヤーID：0000000004",2026-07-29T00:00:00Z
2025-10-11,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,3,50,0000000006,選手06,サーナイトex,700085,,"3 位	50pt	選手06
プレイヤーID：0000000006",2026-07-29T00:00:00Z
2025-10-11,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,4,50,0000000010,Ten_2026,サーナイトex,700085,,"4 位	50pt	Ten_2026
プレイヤーID：0000000010",2026-07-29T00:00:00Z
2025-10-11,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,5,25,0000000016,選手16,ドラパルトex,700085,,"5 位	25pt	選手16
プレイヤーID：0000000016",2026-07-29T00:00:00Z
2025-10-11,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,6,25,0000000022,選手22,リザードンex,700085,,"6 位	25pt	選手22
プレイヤーID：0000000022",2026-07-29T00:00:00Z
2025-10-11,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,7,25,0000000026,選手26,リザードンex,700085,,"7 位	25pt	選手26
プレイヤーID：0000000026",2026-07-29T00:00:00Z
2025-10-11,シティリーグ2026 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,8,25,0000000028,選手28,ドラパルトex,700085,,"8 位	25pt	選手28
プレイヤーID：0000000028",2026-07-29T00:00:00Z
2026-03-11,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,1,100,0000000002,B-two,リザードンex,700086,,"1 位	100pt	B-two
プレイヤーID：0000000002",2026-07-29T00:00:00Z
2026-03-11,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,2,75,0000000015,選手15,リザードンex,700086,,"2 位	75pt	選手15
プレイヤーID：0000000015",2026-07-29T00:00:00Z
2026-03-11,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,3,50,0000000016,選手16,ドラパルトex,700086,,"3 位	50pt	選手16
プレイヤーID：0000000016",2026-07-29T00:00:00Z
2026-03-11,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,4,50,0000000023,選手23,タケルライコex,700086,,"4 位	50pt	選手23
プレイヤーID：0000000023",2026-07-29T00:00:00Z
2026-03-11,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,5,25,0000000024,選手24,ドラパルトex,700086,,"5 位	25pt	選手24
プレイヤーID：0000000024",2026-07-29T00:00:00Z
2026-03-11,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,6,25,0000000038,選手38,リザードンex,700086,,"6 位	25pt	選手38
プレイヤーID：0000000038",2026-07-29T00:00:00Z
2026-03-11,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,7,25,0000000040,選手40,リザードンex,700086,,"7 位	25pt	選手40
プレイヤーID：0000000040",2026-07-29T00:00:00Z
2026-03-11,シティリーグ2026 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,8,25,0000000042,選手42,リザードンex,700086,,"8 位	25pt	選手42
プレイヤーID：0000000042",2026-07-29T00:00:00Z
2025-10-12,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,1,100,0000000006,選手06,タケルライコex,700087,,"1 位	100pt	選手06
プレイヤーID：0000000006",2026-07-29T00:00:00Z
2025-10-12,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,2,75,0000000007,選手07,リザードンex,700087,,"2 位	75pt	選手07
プレイヤーID：0000000007",2026-07-29T00:00:00Z
2025-10-12,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,3,50,0000000011,選手11,ドラパルトex,700087,,"3 位	50pt	選手11
プレイヤーID：0000000011",2026-07-29T00:00:00Z
2025-10-12,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,4,50,0000000015,選手15,ドラパルトex,700087,,"4 位	50pt	選手15
プレイヤーID：0000000015",2026-07-29T00:00:00Z
2025-10-12,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,5,25,0000000021,選手21,ドラパルトex,700087,,"5 位	25pt	選手21
プレイヤーID：0000000021",2026-07-29T00:00:00Z
2025-10-12,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,6,25,0000000026,選手26,リザードンex,700087,,"6 位	25pt	選手26
プレイヤーID：0000000026",2026-07-29T00:00:00Z
2025-10-12,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,7,25,0000000030,選手30,タケルライコex,700087,,"7 位	25pt	選手30
プレイヤーID：0000000030",2026-07-29T00:00:00Z
2025-10-12,シティリーグ2026 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,8,25,0000000031,選手31,リザードンex,700087,,"8 位	25pt	選手31
プレイヤーID：0000000031",2026-07-29T00:00:00Z
2026-03-12,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,1,100,0000000006,選手06,タケルライコex,700088,,"1 位	100pt	選手06
プレイヤーID：0000000006",2026-07-29T00:00:00Z
2026-03-12,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,2,75,0000000010,Ten_2026,リザードンex,700088,,"2 位	75pt	Ten_2026
プレイヤーID：0000000010",2026-07-29T00:00:00Z
2026-03-12,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,3,50,0000000016,選手16,ドラパルトex,700088,,"3 位	50pt	選手16
プレイヤーID：0000000016",2026-07-29T00:00:00Z
2026-03-12,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,4,50,0000000021,選手21,タケルライコex,700088,,"4 位	50pt	選手21
プレイヤーID：0000000021",2026-07-29T00:00:00Z
2026-03-12,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,5,25,0000000023,選手23,リザードンex,700088,,"5 位	25pt	選手23
プレイヤーID：0000000023",2026-07-29T00:00:00Z
2026-03-12,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,6,25,0000000028,選手28,タケルライコex,700088,,"6 位	25pt	選手28
プレイヤーID：0000000028",2026-07-29T00:00:00Z
2026-03-12,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,7,25,0000000034,選手34,ドラパルトex,700088,,"7 位	25pt	選手34
プレイヤーID：0000000034",2026-07-29T00:00:00Z
2026-03-12,シティリーグ2026 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,8,25,0000000040,選手40,ドラパルトex,700088,,"8 位	25pt	選手40
プレイヤーID：0000000040",2026-07-29T00:00:00Z
